especie,fecha,apertura,maximo,minimo,cierre,volumen,timestamp
BMA,2007-03-05,8.26957,8.39208,8.00705,8.26957,1198843,1173063600
BMA,2007-03-06,8.32208,8.79462,8.32208,8.75087,1496710,1173150000
BMA,2007-03-07,8.75087,8.83838,8.61961,8.68961,294279,1173236400
BMA,2007-03-08,8.79462,9.1009,8.79462,9.05715,1318518,1173322800
BMA,2007-03-09,9.1009,9.27592,9.05715,9.18841,497211,1173409200
BMA,2007-03-12,9.36343,9.53845,9.23217,9.49469,637716,1173668400
BMA,2007-03-13,9.49469,9.53845,9.18841,9.18841,752396,1173754800
BMA,2007-03-14,9.0134,9.23217,8.92589,9.1009,689254,1173841200
BMA,2007-03-15,9.27592,9.45094,9.27592,9.36343,306504,1173927600
BMA,2007-03-16,9.27592,9.36343,9.14466,9.14466,152979,1174014000
BMA,2007-03-19,9.36343,9.53845,9.36343,9.53845,350455,1174273200
BMA,2007-03-20,9.62596,9.80097,9.5822,9.66971,673274,1174359600
BMA,2007-03-21,9.84473,10.0635,9.84473,9.93224,786592,1174446000
BMA,2007-03-22,9.97599,9.97599,9.84473,9.88848,270359,1174532400
BMA,2007-03-23,9.93224,9.93224,9.40719,9.71347,1155725,1174618800
BMA,2007-03-26,9.62596,9.62596,9.40719,9.49469,808344,1174878000
BMA,2007-03-27,9.40719,9.40719,9.14466,9.23217,795635,1174964400
BMA,2007-03-28,9.23217,9.23217,8.96964,9.1009,574491,1175050800
BMA,2007-03-29,9.23217,9.27592,9.1009,9.23217,435068,1175137200
BMA,2007-03-30,9.18841,9.23217,9.1009,9.18841,368780,1175223600
BMA,2007-04-03,9.27592,9.40719,9.23217,9.31968,408783,1175569200
BMA,2007-04-04,9.36343,9.45094,9.23217,9.45094,317205,1175655600
BMA,2007-04-09,9.45094,9.62596,9.45094,9.49469,290737,1176087600
BMA,2007-04-10,9.5822,9.66971,9.53845,9.62596,518075,1176174000
BMA,2007-04-11,9.71347,9.71347,9.53845,9.66971,604562,1176260400
BMA,2007-04-12,9.62596,9.66971,9.53845,9.66971,152620,1176346800
BMA,2007-04-13,9.71347,9.93224,9.62596,9.84473,499889,1176433200
BMA,2007-04-16,9.97599,10.0197,9.84473,9.93224,322530,1176692400
BMA,2007-04-17,9.88848,9.93224,9.66971,9.80097,135909,1176778800
BMA,2007-04-18,9.80097,9.93224,9.71347,9.88848,483762,1176865200
BMA,2007-04-19,9.84473,9.84473,9.71347,9.75722,271727,1176951600
BMA,2007-04-20,9.80097,9.93224,9.80097,9.93224,648067,1177038000
BMA,2007-04-23,9.97599,10.0197,9.84473,9.84473,227829,1177297200
BMA,2007-04-24,9.84473,9.88848,9.80097,9.88848,582491,1177383600
BMA,2007-04-25,9.80097,9.97599,9.80097,9.88848,547690,1177470000
BMA,2007-04-26,9.84473,9.88848,9.80097,9.80097,200619,1177556400
BMA,2007-04-27,9.80097,9.88848,9.80097,9.80097,118685,1177642800
BMA,2007-04-30,9.84473,9.88848,9.62596,9.62596,150104,1177902000
BMA,2007-05-02,9.62596,9.84473,9.62596,9.80097,129554,1178074800
BMA,2007-05-03,9.80097,10.1073,9.80097,10.01975,744310,1178161200
BMA,2007-05-04,10.0635,10.2385,9.88848,9.97599,232951,1178247600
BMA,2007-05-07,9.97599,9.97599,9.71347,9.84473,77105,1178506800
BMA,2007-05-08,9.62596,9.80097,9.62596,9.80097,141135,1178593200
BMA,2007-05-09,9.84473,9.88848,9.75722,9.75722,226080,1178679600
BMA,2007-05-10,9.62596,9.62596,9.36343,9.36343,233606,1178766000
BMA,2007-05-11,9.49469,9.80097,9.45094,9.62596,303846,1178852400
BMA,2007-05-14,9.75722,9.80097,9.36343,9.45094,415930,1179111600
BMA,2007-05-15,9.27592,9.62596,9.27592,9.40719,570778,1179198000
BMA,2007-05-16,9.62596,9.71347,9.45094,9.62596,276838,1179284400
BMA,2007-05-17,9.62596,9.71347,9.5822,9.62596,172982,1179370800
BMA,2007-05-18,9.66971,9.84473,9.66971,9.80097,123961,1179457200
BMA,2007-05-21,9.93402,10.4219,9.84532,10.20011,1194687,1179716400
BMA,2007-05-22,10.11141,10.1114,9.97837,10.02272,565513,1179802800
BMA,2007-05-23,10.11141,10.2001,9.84532,9.88967,465950,1179889200
BMA,2007-05-24,9.80097,9.80097,9.62358,9.71228,517568,1179975600
BMA,2007-05-28,9.71228,9.80097,9.66793,9.80097,140318,1180321200
BMA,2007-05-29,9.75663,9.75663,9.57923,9.71228,448071,1180407600
BMA,2007-05-30,9.57923,9.80097,9.53488,9.71228,293830,1180494000
BMA,2007-05-31,9.71228,9.84532,9.66793,9.71228,1050966,1180580400
BMA,2007-06-01,9.75663,9.80097,9.66793,9.66793,359998,1180666800
BMA,2007-06-04,9.57923,9.57923,9.35749,9.44619,530636,1180926000
BMA,2007-06-05,9.44619,9.44619,9.31314,9.44619,702672,1181012400
BMA,2007-06-06,9.44619,9.44619,9.22445,9.22445,543120,1181098800
BMA,2007-06-07,9.22445,9.26879,8.95836,9.0027,632677,1181185200
BMA,2007-06-08,9.0914,9.13575,8.91401,8.91401,755722,1181271600
BMA,2007-06-11,8.95836,9.04705,8.86966,8.86966,624305,1181530800
BMA,2007-06-12,8.7987,8.91401,8.69227,8.91401,715395,1181617200
BMA,2007-06-13,8.91401,9.13575,8.91401,9.04705,799422,1181703600
BMA,2007-06-14,9.1801,9.44619,9.0914,9.26879,632633,1181790000
BMA,2007-06-15,9.40184,9.62358,9.40184,9.49054,963823,1181876400
BMA,2007-06-19,9.40184,9.49054,9.31314,9.35749,846447,1182222000
BMA,2007-06-20,9.44619,9.44619,9.31314,9.35749,498773,1182308400
BMA,2007-06-21,9.31314,9.31314,9.13575,9.22445,703642,1182394800
BMA,2007-06-22,9.0914,9.13575,9.0027,9.13575,335705,1182481200
BMA,2007-06-25,9.0914,9.22445,9.0027,9.0027,134961,1182740400
BMA,2007-06-26,9.04705,9.04705,8.91401,9.04705,154148,1182826800
BMA,2007-06-27,8.95836,9.31314,8.95836,9.31314,599678,1182913200
BMA,2007-06-28,9.31314,9.35749,9.0914,9.0914,273831,1182999600
BMA,2007-06-29,9.0914,9.13575,8.82531,8.91401,378597,1183086000
BMA,2007-07-02,9.13575,9.26879,9.0914,9.22445,266502,1183345200
BMA,2007-07-03,9.26879,9.26879,9.0914,9.13575,419199,1183431600
BMA,2007-07-04,9.0914,9.1801,9.04705,9.1801,202935,1183518000
BMA,2007-07-05,9.31314,9.35749,9.13575,9.26879,1620197,1183604400
BMA,2007-07-06,9.22445,9.35749,9.0027,9.04705,546307,1183690800
BMA,2007-07-10,9.13575,9.44619,9.13575,9.26879,570588,1184036400
BMA,2007-07-11,9.0914,9.49054,9.0914,9.35749,598321,1184122800
BMA,2007-07-12,9.44619,9.44619,9.31314,9.31314,330726,1184209200
BMA,2007-07-13,9.26879,9.31314,9.22445,9.22445,175497,1184295600
BMA,2007-07-16,9.13575,9.1801,8.91401,8.95836,378809,1184554800
BMA,2007-07-17,9.0027,9.13575,9.0027,9.0027,559421,1184641200
BMA,2007-07-18,9.0027,9.0027,8.83418,8.91401,1006247,1184727600
BMA,2007-07-19,9.04705,9.04705,8.85192,8.85192,904673,1184814000
BMA,2007-07-20,8.91401,8.91401,8.82531,8.86079,287448,1184900400
BMA,2007-07-23,8.91401,9.0027,8.86966,8.91401,572373,1185159600
BMA,2007-07-24,8.86966,8.91401,8.78096,8.80757,480705,1185246000
BMA,2007-07-25,8.82531,8.83418,8.60357,8.78096,693500,1185332400
BMA,2007-07-26,8.51487,8.62131,8.11574,8.20444,750381,1185418800
BMA,2007-07-27,8.20444,8.20444,7.87626,7.92948,1421086,1185505200
BMA,2007-07-30,7.894,7.98269,7.67226,7.98269,1970507,1185764400
BMA,2007-07-31,8.16009,8.27539,8.03591,8.10687,2348931,1185850800
BMA,2007-08-01,8.07139,8.11574,7.98269,8.07139,510906,1185937200
BMA,2007-08-02,8.07139,8.27539,8.07139,8.23104,481535,1186023600
BMA,2007-08-03,8.24878,8.29313,8.11574,8.11574,489325,1186110000
BMA,2007-08-06,8.11574,8.11574,8.02704,8.07139,325280,1186369200
BMA,2007-08-07,8.04478,8.11574,7.93835,7.98269,221570,1186455600
BMA,2007-08-08,8.16009,8.26652,8.11574,8.17783,276241,1186542000
BMA,2007-08-09,8.02704,8.16009,7.99156,8.11574,340768,1186628400
BMA,2007-08-10,8.00043,8.07139,7.76095,7.98269,1699724,1186714800
BMA,2007-08-13,8.11574,8.20444,7.84965,7.84965,3634174,1186974000
BMA,2007-08-14,7.98269,7.98269,7.7166,7.78756,1183470,1187060400
BMA,2007-08-15,7.62791,7.7166,7.09573,7.18442,949755,1187146800
BMA,2007-08-16,6.82964,6.82964,6.46598,6.73207,2066136,1187233200
BMA,2007-08-17,7.00703,7.27312,6.84738,7.20216,1021471,1187319600
BMA,2007-08-21,7.45051,7.58356,7.40617,7.53034,1430413,1187665200
BMA,2007-08-22,7.7166,7.78756,7.67226,7.76095,405005,1187751600
BMA,2007-08-23,7.81417,7.84078,7.72547,7.8053,371912,1187838000
BMA,2007-08-24,7.94722,8.08913,7.87626,8.02704,1221106,1187924400
BMA,2007-08-27,8.02704,8.13348,7.96495,7.99156,619474,1188183600
BMA,2007-08-28,7.8053,7.8053,7.40617,7.58356,773469,1188270000
BMA,2007-08-29,7.62791,7.62791,7.47712,7.58356,1018625,1188356400
BMA,2007-08-30,7.49486,7.58356,7.37956,7.41504,311834,1188442800
BMA,2007-08-31,7.6013,7.76095,7.6013,7.69886,399343,1188529200
BMA,2007-09-03,7.7166,7.73434,7.69886,7.73434,20853,1188788400
BMA,2007-09-04,7.7166,7.7166,7.5126,7.5126,335944,1188874800
BMA,2007-09-05,7.45051,7.62791,7.36182,7.62791,419861,1188961200
BMA,2007-09-06,7.67226,7.76095,7.53921,7.59243,476381,1189047600
BMA,2007-09-07,7.52147,7.55695,7.46825,7.52147,326343,1189134000
BMA,2007-09-10,7.67226,7.67226,7.40617,7.45051,250813,1189393200
BMA,2007-09-11,7.46825,7.46825,7.31747,7.36182,518191,1189479600
BMA,2007-09-12,7.31747,7.41504,7.31747,7.40617,314298,1189566000
BMA,2007-09-13,7.43278,7.67226,7.43278,7.65452,175755,1189652400
BMA,2007-09-14,7.67226,7.87626,7.62791,7.87626,422769,1189738800
BMA,2007-09-17,7.894,7.894,7.8053,7.84965,210258,1189998000
BMA,2007-09-18,7.894,8.11574,7.87626,8.01817,423995,1190084400
BMA,2007-09-19,8.20444,8.20444,7.93835,8.02704,272485,1190170800
BMA,2007-09-20,7.98269,8.11574,7.84965,7.84965,263683,1190257200
BMA,2007-09-21,7.98269,8.16009,7.92061,8.02704,315969,1190343600
BMA,2007-09-24,8.03591,8.16009,8.00043,8.07139,385682,1190602800
BMA,2007-09-25,7.93835,8.0093,7.91174,7.94722,200973,1190689200
BMA,2007-09-26,7.98269,8.06252,7.96495,8.06252,118036,1190775600
BMA,2007-09-27,8.07139,8.14235,8.02704,8.14235,202221,1190862000
BMA,2007-09-28,8.19556,8.29313,8.16009,8.16009,597428,1190948400
BMA,2007-10-01,8.29313,8.48826,8.20444,8.48826,335971,1191207600
BMA,2007-10-02,8.51487,8.86966,8.47053,8.60357,551911,1191294000
BMA,2007-10-03,8.60357,8.78096,8.60357,8.70114,282243,1191380400
BMA,2007-10-04,8.75435,8.78096,8.64792,8.64792,324471,1191466800
BMA,2007-10-05,8.82531,8.82531,8.67453,8.78096,388327,1191553200
BMA,2007-10-08,8.82531,8.82531,8.73662,8.78983,228213,1191812400
BMA,2007-10-09,8.7987,9.0027,8.73662,8.91401,582766,1191898800
BMA,2007-10-10,8.86966,8.86966,8.78096,8.80757,154338,1191985200
BMA,2007-10-11,8.86966,8.86966,8.42618,8.60357,208939,1192071600
BMA,2007-10-12,8.51487,8.69227,8.49713,8.69227,195648,1192158000
BMA,2007-10-16,8.77209,8.77209,8.55922,8.73662,684325,1192503600
BMA,2007-10-17,8.73662,8.82531,8.69227,8.82531,431623,1192590000
BMA,2007-10-18,8.73662,8.86079,8.73662,8.82531,413140,1192676400
BMA,2007-10-19,8.73662,8.73662,8.45279,8.45279,493872,1192762800
BMA,2007-10-22,8.42618,8.42618,8.11574,8.16009,448762,1193022000
BMA,2007-10-23,7.98269,8.02704,7.82304,8.00043,2250464,1193108400
BMA,2007-10-24,7.98269,7.98269,7.76095,7.84965,673832,1193194800
BMA,2007-10-25,7.894,8.06252,7.8053,8.03591,1590820,1193281200
BMA,2007-10-26,8.05365,8.12461,8.02704,8.10687,1658347,1193367600
BMA,2007-10-29,8.16009,8.17783,8.05365,8.08026,361122,1193626800
BMA,2007-10-30,8.07139,8.08026,7.84965,7.87626,2720181,1193713200
BMA,2007-10-31,7.894,7.894,7.63678,7.8053,3095874,1193799600
BMA,2007-11-01,7.62791,7.70773,7.54808,7.62791,1580415,1193886000
BMA,2007-11-02,7.53921,7.73434,7.48599,7.69886,2463153,1193972400
BMA,2007-11-05,7.65452,7.65452,7.53921,7.6013,359951,1194231600
BMA,2007-11-07,7.67226,8.02704,7.67226,7.93835,1434594,1194404400
BMA,2007-11-08,7.894,7.91174,7.77869,7.86739,838401,1194490800
BMA,2007-11-09,7.85852,8.16009,7.85852,8.04478,736879,1194577200
BMA,2007-11-12,7.98269,8.02704,7.894,8.0093,235326,1194836400
BMA,2007-11-13,8.0093,8.16009,7.98269,8.11574,455636,1194922800
BMA,2007-11-14,8.13348,8.20444,7.98269,7.98269,497524,1195009200
BMA,2007-11-15,7.98269,8.00043,7.8053,7.8053,176956,1195095600
BMA,2007-11-16,7.84965,7.84965,7.59243,7.62791,577550,1195182000
BMA,2007-11-19,7.62791,7.62791,7.43278,7.45051,361693,1195441200
BMA,2007-11-20,7.53921,7.53921,7.36182,7.37069,607807,1195527600
BMA,2007-11-21,7.40617,7.40617,7.18442,7.29086,438433,1195614000
BMA,2007-11-22,7.27312,7.35295,7.18442,7.35295,132943,1195700400
BMA,2007-11-23,7.35295,7.4239,7.28199,7.28199,117647,1195786800
BMA,2007-11-26,7.29973,7.34408,7.07799,7.11347,514812,1196046000
BMA,2007-11-27,7.1046,7.1046,6.93607,7.0159,465639,1196132400
BMA,2007-11-28,7.06912,7.27312,7.06912,7.18442,1340231,1196218800
BMA,2007-11-29,7.31747,7.31747,7.00703,7.09573,631127,1196305200
BMA,2007-11-30,7.27312,7.3086,6.87399,6.87399,1811279,1196391600
BMA,2007-12-03,7.08686,7.08686,6.76755,6.91833,619004,1196650800
BMA,2007-12-04,6.82964,6.96268,6.82964,6.9006,450980,1196737200
BMA,2007-12-05,6.96268,7.09573,6.94494,6.96268,298305,1196823600
BMA,2007-12-06,7.00703,7.08686,6.94494,7.08686,316884,1196910000
BMA,2007-12-07,7.18442,7.18442,7.00703,7.05138,339032,1196996400
BMA,2007-12-10,7.14008,7.18442,7.12234,7.15781,95915,1197255600
BMA,2007-12-11,7.19329,7.27312,7.09573,7.09573,350151,1197342000
BMA,2007-12-12,7.17555,7.22877,7.00703,7.0159,882445,1197428400
BMA,2007-12-13,6.93607,6.96268,6.80303,6.87399,1666229,1197514800
BMA,2007-12-14,6.89173,6.91833,6.70546,6.74094,391051,1197601200
BMA,2007-12-17,6.74094,6.74094,6.47485,6.55468,1017524,1197860400
BMA,2007-12-18,6.6079,6.62564,6.38615,6.4305,1510764,1197946800
BMA,2007-12-19,6.4305,6.58129,6.4305,6.58129,485237,1198033200
BMA,2007-12-20,6.58129,6.58129,6.43937,6.54581,347557,1198119600
BMA,2007-12-21,6.6079,6.74094,6.58129,6.62564,568843,1198206000
BMA,2007-12-26,6.65224,6.77642,6.62564,6.73207,468321,1198638000
BMA,2007-12-27,6.73207,6.75868,6.62564,6.68772,1082881,1198724400
BMA,2007-12-28,6.71433,6.82964,6.62564,6.82964,404941,1198810800
BMA,2008-01-02,6.82964,6.82964,6.65224,6.66111,176286,1199239200
BMA,2008-01-03,6.67885,6.67885,6.53694,6.54581,542678,1199325600
BMA,2008-01-04,6.5192,6.5192,6.20876,6.4305,733303,1199412000
BMA,2008-01-07,6.47485,6.56355,6.35068,6.47485,523306,1199671200
BMA,2008-01-08,6.53694,6.56355,6.4305,6.49259,573610,1199757600
BMA,2008-01-09,6.63451,6.7232,6.4305,6.49259,935828,1199844000
BMA,2008-01-10,6.65224,6.66998,6.49259,6.63451,684265,1199930400
BMA,2008-01-11,6.65224,6.68772,6.5192,6.68772,2829782,1200016800
BMA,2008-01-14,6.69659,6.79416,6.61677,6.79416,1174340,1200276000
BMA,2008-01-15,6.69659,6.74094,6.4305,6.44824,2014020,1200362400
BMA,2008-01-16,6.45711,6.6079,6.4305,6.58129,514375,1200448800
BMA,2008-01-17,6.64337,6.65224,6.41276,6.47485,294551,1200535200
BMA,2008-01-18,6.51033,6.51033,6.25311,6.33294,1559413,1200621600
BMA,2008-01-21,6.14667,6.14667,5.94267,6.08459,405567,1200880800
BMA,2008-01-22,6.12893,6.33294,5.98702,6.33294,3278906,1200967200
BMA,2008-01-23,6.18215,6.23537,6.03137,6.20876,831589,1201053600
BMA,2008-01-24,6.34181,6.56355,6.34181,6.35955,1731011,1201140000
BMA,2008-01-25,6.36842,6.64337,6.36842,6.64337,2193276,1201226400
BMA,2008-01-28,6.56355,6.8119,6.5192,6.74094,516604,1201485600
BMA,2008-01-29,6.87399,6.87399,6.66111,6.69659,1001030,1201572000
BMA,2008-01-30,6.67885,6.78529,6.62564,6.74094,623539,1201658400
BMA,2008-01-31,6.74094,6.74094,6.6079,6.67885,339359,1201744800
BMA,2008-02-01,6.69659,6.82964,6.69659,6.82964,583350,1201831200
BMA,2008-02-04,6.96268,6.96268,6.82077,6.88286,253842,1202090400
BMA,2008-02-05,6.87399,6.87399,6.7232,6.75868,296966,1202176800
BMA,2008-02-06,6.74094,6.87399,6.56355,6.56355,153360,1202263200
BMA,2008-02-07,6.56355,6.67885,6.53694,6.6079,210420,1202349600
BMA,2008-02-08,6.56355,6.6079,6.42163,6.48372,346235,1202436000
BMA,2008-02-11,6.50146,6.50146,6.29746,6.42163,546711,1202695200
BMA,2008-02-12,6.5192,6.5192,6.39502,6.43937,592765,1202781600
BMA,2008-02-13,6.43937,6.45711,6.39502,6.44824,449321,1202868000
BMA,2008-02-14,6.47485,6.52807,6.38615,6.38615,876836,1202954400
BMA,2008-02-15,6.29746,6.65224,6.29746,6.65224,983277,1203040800
BMA,2008-02-18,6.69659,6.78529,6.69659,6.74094,394070,1203300000
BMA,2008-02-19,6.77642,6.8119,6.7232,6.7232,883015,1203386400
BMA,2008-02-20,6.74094,6.8119,6.74094,6.77642,947713,1203472800
BMA,2008-02-21,6.8119,6.87399,6.73207,6.74094,598282,1203559200
BMA,2008-02-22,6.74094,6.76755,6.63451,6.65224,331846,1203645600
BMA,2008-02-25,6.74094,6.74094,6.61677,6.65224,428871,1203904800
BMA,2008-02-26,6.71433,6.76755,6.62564,6.76755,1119768,1203991200
BMA,2008-02-27,6.75868,6.91833,6.74094,6.82964,779413,1204077600
BMA,2008-02-28,6.74094,6.96268,6.74094,6.96268,847324,1204164000
BMA,2008-02-29,6.93607,6.95381,6.80303,6.82964,1007624,1204250400
BMA,2008-03-03,6.69659,6.69659,6.54581,6.6079,1207696,1204509600
BMA,2008-03-04,6.62564,6.62564,6.47485,6.49259,1808297,1204596000
BMA,2008-03-05,6.49259,6.56355,6.48372,6.54581,430621,1204682400
BMA,2008-03-06,6.5192,6.61677,6.4305,6.4305,728531,1204768800
BMA,2008-03-07,6.4305,6.51033,6.38615,6.42163,1407988,1204855200
BMA,2008-03-10,6.46598,6.52807,6.45711,6.51033,227398,1205114400
BMA,2008-03-11,6.70546,6.80303,6.61677,6.80303,692697,1205200800
BMA,2008-03-12,6.79416,6.87399,6.76755,6.77642,502816,1205287200
BMA,2008-03-13,6.65224,6.83851,6.6079,6.82077,442421,1205373600
BMA,2008-03-14,6.82077,6.82077,6.74094,6.82077,404933,1205460000
BMA,2008-03-17,6.65224,6.69659,6.53694,6.69659,630418,1205722800
BMA,2008-03-18,6.78529,6.87399,6.71433,6.86512,541181,1205809200
BMA,2008-03-19,6.82964,6.84738,6.74094,6.74094,138162,1205895600
BMA,2008-03-25,7.00703,7.1046,6.93607,7.02477,1387341,1206414000
BMA,2008-03-26,6.87399,7.05138,6.83851,7.02477,468216,1206500400
BMA,2008-03-27,7.02477,7.11347,6.98042,7.00703,646759,1206586800
BMA,2008-03-28,7.14008,7.14008,7.09573,7.11347,369325,1206673200
BMA,2008-03-31,7.13121,7.23764,7.13121,7.2199,896118,1206932400
BMA,2008-04-01,7.32634,7.41504,7.31747,7.36182,960589,1207018800
BMA,2008-04-03,7.27312,7.44164,7.27312,7.36182,567366,1207191600
BMA,2008-04-04,7.36182,7.40617,7.34408,7.3973,481756,1207278000
BMA,2008-04-07,7.3973,7.50373,7.36182,7.38843,678748,1207537200
BMA,2008-04-08,7.31747,7.33521,7.15781,7.22877,301870,1207623600
BMA,2008-04-09,7.09573,7.14895,7.00703,7.09573,863645,1207710000
BMA,2008-04-10,7.06025,7.14008,7.02477,7.12234,560274,1207796400
BMA,2008-04-11,7.00703,7.09573,6.94494,7.09573,452764,1207882800
BMA,2008-04-14,7.00703,7.05138,6.95381,7.00703,563480,1208142000
BMA,2008-04-15,6.96268,6.98042,6.89173,6.93607,225411,1208228400
BMA,2008-04-16,7.00703,7.05138,6.99816,7.05138,195773,1208314800
BMA,2008-04-17,7.00703,7.00703,6.96268,6.96268,357008,1208401200
BMA,2008-04-18,7.03364,7.14008,7.00703,7.11347,430629,1208487600
BMA,2008-04-21,7.09573,7.09573,7.00703,7.06025,388309,1208746800
BMA,2008-04-22,7.03364,7.03364,6.77642,6.82077,941590,1208833200
BMA,2008-04-23,6.69659,6.83851,6.69659,6.75868,2361578,1208919600
BMA,2008-04-24,6.71433,6.90946,6.71433,6.79416,800087,1209006000
BMA,2008-04-25,6.82077,6.82077,6.65224,6.69659,1504164,1209092400
BMA,2008-04-28,6.69659,6.74094,6.65224,6.66111,189986,1209351600
BMA,2008-04-29,6.66111,6.66111,6.56355,6.6079,1590204,1209438000
BMA,2008-04-30,6.56355,6.6079,6.43937,6.44824,718393,1209524400
BMA,2008-05-02,6.5192,6.56355,6.39502,6.44824,406880,1209697200
BMA,2008-05-05,6.47485,6.47485,6.34181,6.35068,263463,1209956400
BMA,2008-05-06,6.36842,6.40389,6.28859,6.40389,361270,1210042800
BMA,2008-05-07,6.36842,6.36842,6.2265,6.27085,441248,1210129200
BMA,2008-05-08,6.23537,6.27085,6.15554,6.25311,957425,1210215600
BMA,2008-05-09,6.25311,6.34181,6.25311,6.26198,457794,1210302000
BMA,2008-05-12,6.26198,6.27085,6.12007,6.16441,723612,1210561200
BMA,2008-05-13,6.12007,6.12007,5.83624,6.03137,2847122,1210647600
BMA,2008-05-14,5.89325,5.89325,5.69987,5.69987,3266206,1210734000
BMA,2008-05-15,5.69987,5.8472,5.66304,5.8472,4733442,1210820400
BMA,2008-05-16,5.80116,5.90245,5.78275,5.8472,2172774,1210906800
BMA,2008-05-19,5.78275,6.20632,5.78275,6.20632,3253976,1211166000
BMA,2008-05-20,6.19712,6.3997,6.16949,6.38128,1740845,1211252400
BMA,2008-05-21,6.44574,6.57465,6.41811,6.44574,1351675,1211338800
BMA,2008-05-22,6.5194,6.5194,6.44574,6.5194,817302,1211425200
BMA,2008-05-23,6.35366,6.42732,6.24316,6.42732,1128396,1211511600
BMA,2008-05-26,6.41811,6.41811,6.26157,6.35366,411902,1211770800
BMA,2008-05-27,6.35366,6.51019,6.35366,6.51019,493318,1211857200
BMA,2008-05-28,6.44574,6.6299,6.44574,6.60228,524017,1211943600
BMA,2008-05-29,6.72198,6.76802,6.67594,6.69436,1233687,1212030000
BMA,2008-05-30,6.72198,6.75882,6.61149,6.69436,860508,1212116400
BMA,2008-06-02,6.64832,6.64832,6.53782,6.62069,186455,1212375600
BMA,2008-06-03,6.58386,6.69436,6.54703,6.58386,198538,1212462000
BMA,2008-06-04,6.58386,6.58386,6.3997,6.58386,302111,1212548400
BMA,2008-06-05,6.58386,6.58386,6.44574,6.44574,52970,1212634800
BMA,2008-06-06,6.3997,6.3997,6.27999,6.35366,719193,1212721200
BMA,2008-06-09,6.35366,6.35366,6.16949,6.35366,897874,1212980400
BMA,2008-06-10,5.98533,6.16028,5.96691,6.02216,2249234,1213066800
BMA,2008-06-11,6.02216,6.02216,5.76433,5.82879,919405,1213153200
BMA,2008-06-12,5.82879,5.87483,5.73671,5.79196,1860831,1213239600
BMA,2008-06-13,5.66304,5.88404,5.66304,5.85641,1629913,1213326000
BMA,2008-06-17,5.52492,5.60779,5.52492,5.55254,1309127,1213671600
BMA,2008-06-18,5.55254,5.69987,5.52492,5.66304,1583067,1213758000
BMA,2008-06-19,5.66304,5.66304,5.54333,5.64462,1027456,1213844400
BMA,2008-06-20,5.617,5.67225,5.57096,5.617,1319708,1213930800
BMA,2008-06-23,5.59858,5.60779,5.52492,5.60779,1545361,1214190000
BMA,2008-06-24,5.57096,5.59858,5.44204,5.45125,2819606,1214276400
BMA,2008-06-25,5.5065,5.54333,5.46046,5.46046,1357859,1214362800
BMA,2008-06-26,5.49729,5.49729,5.19342,5.2763,1892026,1214449200
BMA,2008-06-27,5.2763,5.2763,5.12897,5.12897,1342692,1214535600
BMA,2008-06-30,5.09213,5.10134,4.9448,5.00005,2351196,1214794800
BMA,2008-07-01,5.00005,5.15659,4.97243,5.13817,2414380,1214881200
BMA,2008-07-02,5.21184,5.2763,4.97243,5.01847,1843176,1214967600
BMA,2008-07-03,4.95401,5.06451,4.84351,5.06451,1227236,1215054000
BMA,2008-07-04,5.03688,5.13817,5.03688,5.12897,254990,1215140400
BMA,2008-07-07,5.08292,5.10134,4.79747,4.87114,1479807,1215399600
BMA,2008-07-08,4.78826,5.11055,4.74222,5.11055,1299639,1215486000
BMA,2008-07-10,4.79747,4.95401,4.78826,4.92638,1402782,1215658800
BMA,2008-07-11,4.78826,4.88955,4.75143,4.81589,1144397,1215745200
BMA,2008-07-14,4.78826,4.86193,4.7146,4.7238,1150788,1216004400
BMA,2008-07-15,4.65014,4.68697,4.6041,4.6041,1436798,1216090800
BMA,2008-07-16,4.65014,4.84351,4.62251,4.76064,1154344,1216177200
BMA,2008-07-17,4.97243,5.10134,4.8343,4.92638,1627679,1216263600
BMA,2008-07-18,4.88034,5.06451,4.8343,5.02768,1501951,1216350000
BMA,2008-07-21,5.11055,5.23026,5.09213,5.17501,1653578,1216609200
BMA,2008-07-22,5.12897,5.37759,5.09213,5.35917,1472091,1216695600
BMA,2008-07-23,5.35917,5.46046,5.32234,5.44204,658568,1216782000
BMA,2008-07-24,5.41442,5.41442,5.23026,5.26709,1067678,1216868400
BMA,2008-07-25,5.29471,5.29471,5.11976,5.22105,1113449,1216954800
BMA,2008-07-28,5.32234,5.396,5.29471,5.34996,1034803,1217214000
BMA,2008-07-29,5.3868,5.55254,5.34996,5.52492,1033391,1217300400
BMA,2008-07-30,5.52492,5.68146,5.45125,5.51571,1743932,1217386800
BMA,2008-07-31,5.46046,5.52492,5.43284,5.46046,829925,1217473200
BMA,2008-08-01,5.36838,5.43284,5.34075,5.36838,987817,1217559600
BMA,2008-08-04,5.34075,5.34996,5.15659,5.21184,997968,1217818800
BMA,2008-08-05,5.2855,5.41442,5.20263,5.41442,1052384,1217905200
BMA,2008-08-06,5.31313,5.53413,5.31313,5.51571,1065893,1217991600
BMA,2008-08-07,5.5065,5.51571,5.15659,5.24867,1268894,1218078000
BMA,2008-08-08,5.20263,5.3868,5.11055,5.3868,1129550,1218164400
BMA,2008-08-11,5.34075,5.40521,5.01847,5.14738,1024906,1218423600
