especie,fecha,apertura,maximo,minimo,cierre,volumen,timestamp
BMA,1993-11-12,9.20458,9.57774,8.70703,9.20458,387681,753073200
BMA,1993-11-15,9.20458,9.39116,9.20458,9.20458,276213,753332400
BMA,1993-11-16,9.26677,9.29787,9.14238,9.26677,264720,753418800
BMA,1993-11-17,9.11129,9.26677,9.018,9.11129,55949,753505200
BMA,1993-11-18,9.20458,9.20458,9.0491,9.20458,258135,753591600
BMA,1993-11-19,9.08019,9.14238,8.9869,9.08019,122340,753678000
BMA,1993-11-22,8.95581,8.95581,8.89361,8.95581,30576,753937200
BMA,1993-11-23,8.39607,8.89361,8.33387,8.39607,50663,754023600
BMA,1993-11-24,8.55155,8.70703,8.39607,8.55155,124100,754110000
BMA,1993-11-25,8.64484,8.70703,8.52046,8.64484,98469,754196400
BMA,1993-11-26,8.95581,8.95581,8.64484,8.95581,56901,754282800
BMA,1993-11-29,8.76923,8.89361,8.76923,8.76923,32313,754542000
BMA,1993-11-30,8.64484,8.76923,8.64484,8.64484,21437,754628400
BMA,1993-12-01,8.89361,8.89361,8.76923,8.89361,96803,754714800
BMA,1993-12-02,8.70703,8.83142,8.70703,8.70703,56072,754801200
BMA,1993-12-03,8.89361,8.95581,8.70703,8.89361,59949,754887600
BMA,1993-12-06,9.018,9.018,8.89361,9.018,68599,755146800
BMA,1993-12-07,9.12995,9.14238,9.08019,9.12995,164741,755233200
BMA,1993-12-09,9.63993,9.70212,9.26677,9.63993,165696,755406000
BMA,1993-12-10,9.60883,9.70212,9.51554,9.60883,106588,755492400
BMA,1993-12-13,9.45335,9.48445,9.45335,9.45335,54078,755751600
BMA,1993-12-14,9.51554,9.57774,9.45335,9.51554,98743,755838000
BMA,1993-12-15,9.48445,9.51554,9.45335,9.48445,64195,755924400
BMA,1993-12-16,9.57774,9.63993,9.54664,9.57774,109140,756010800
BMA,1993-12-17,9.63993,9.63993,9.51554,9.63993,50459,756097200
BMA,1993-12-20,9.8887,9.8887,9.82651,9.8887,62163,756356400
BMA,1993-12-21,9.57774,10.0131,9.57774,9.57774,56078,756442800
BMA,1993-12-22,9.8887,9.9198,9.63993,9.8887,109204,756529200
BMA,1993-12-23,10.57283,10.5728,9.9509,10.57283,126378,756615600
BMA,1993-12-24,10.57283,10.5728,10.3862,10.57283,32123,756702000
BMA,1993-12-27,11.56791,11.5679,10.5728,11.56791,179851,756961200
BMA,1993-12-28,11.19476,11.9411,11.0082,11.19476,246605,757047600
BMA,1993-12-29,11.50572,11.5679,11.3191,11.50572,118357,757134000
BMA,1993-12-30,11.66121,11.6612,11.1948,11.66121,133117,757220400
BMA,1994-01-03,11.87888,11.9411,11.6301,11.87888,170051,757566000
BMA,1994-01-04,11.94108,12.1277,11.8167,11.94108,248788,757652400
BMA,1994-01-05,11.81669,11.9411,11.6301,11.81669,165303,757738800
BMA,1994-01-06,11.94108,11.9411,11.6923,11.94108,124655,757825200
BMA,1994-01-07,13.06055,13.1352,11.9411,13.06055,254832,757911600
BMA,1994-01-10,13.62029,13.6203,12.9051,13.62029,168048,758170800
BMA,1994-01-11,13.06055,13.3715,13.0605,13.06055,167984,758257200
BMA,1994-01-12,13.06055,13.1849,12.7496,13.06055,190680,758343600
BMA,1994-01-13,13.30932,13.3093,13.0605,13.30932,77953,758430000
BMA,1994-01-14,13.12274,13.1849,12.9362,13.12274,36445,758516400
BMA,1994-01-17,12.74959,13.1849,12.6252,12.74959,33113,758775600
BMA,1994-01-18,12.56301,12.7496,12.1277,12.56301,48776,758862000
BMA,1994-01-19,12.6252,12.6252,12.1898,12.6252,137759,758948400
BMA,1994-01-20,12.56301,12.563,12.4386,12.56301,47522,759034800
BMA,1994-01-21,13.37152,13.3715,12.563,13.37152,108826,759121200
BMA,1994-01-24,13.68248,13.6825,13.1849,13.68248,75425,759380400
BMA,1994-01-25,13.99345,13.9935,13.4959,13.99345,61496,759466800
BMA,1994-01-26,14.4288,14.4288,13.9935,14.4288,103874,759553200
BMA,1994-01-27,15.23731,15.2373,14.6154,15.23731,53684,759639600
BMA,1994-01-28,15.54827,15.5483,15.3617,15.54827,125409,759726000
BMA,1994-01-31,15.39279,15.8592,15.3928,15.39279,63149,759985200
BMA,1994-02-01,14.92634,15.3928,14.491,14.92634,120389,760071600
BMA,1994-02-02,14.24222,14.9263,14.1178,14.24222,69918,760158000
BMA,1994-02-03,14.92634,15.1751,14.6154,14.92634,105676,760244400
BMA,1994-02-04,15.2995,15.7348,14.9263,15.2995,88119,760330800
BMA,1994-02-07,14.61538,14.6154,14.6154,14.61538,100263,760590000
BMA,1994-02-08,14.92634,15.5483,14.9263,14.92634,114179,760676400
BMA,1994-02-09,16.17021,16.2324,15.2373,16.17021,150109,760762800
BMA,1994-02-10,15.05073,16.1702,14.9263,15.05073,49171,760849200
BMA,1994-02-11,14.30441,15.0507,14.3044,14.30441,69772,760935600
BMA,1994-02-14,14.61538,14.6154,14.3044,14.61538,1035461,761194800
BMA,1994-02-15,15.17511,15.3617,14.9263,15.17511,23120,761281200
BMA,1994-02-16,15.67266,15.6727,15.4239,15.67266,82275,761367600
BMA,1994-02-17,15.67266,15.6727,15.5483,15.67266,49938,761454000
BMA,1994-02-18,15.42389,15.5483,15.4239,15.42389,49743,761540400
BMA,1994-02-21,15.54827,15.5483,15.2373,15.54827,32909,761799600
BMA,1994-02-22,15.54827,15.5483,15.4239,15.54827,68795,761886000
BMA,1994-02-23,15.17511,15.5483,15.1751,15.17511,21763,761972400
BMA,1994-02-24,13.24713,13.2471,12.9051,13.24713,43561,762058800
BMA,1994-02-25,13.24713,13.2471,12.6252,13.24713,111989,762145200
BMA,1994-02-28,13.24713,13.3715,13.0605,13.24713,91500,762404400
BMA,1994-03-01,12.99836,13.2471,12.9984,12.99836,7936,762490800
BMA,1994-03-02,11.69852,12.1898,11.6985,11.69852,22450,762577200
BMA,1994-03-03,12.86775,12.8678,12.1277,12.86775,83321,762663600
BMA,1994-03-04,13.06055,13.0605,12.7496,13.06055,81584,762750000
BMA,1994-03-07,13.37152,13.6825,13.3715,13.37152,21688,763009200
BMA,1994-03-08,13.99345,13.9935,13.3715,13.99345,13262,763095600
BMA,1994-03-09,13.80687,13.9935,13.6825,13.80687,26280,763182000
BMA,1994-03-10,13.06055,13.9935,13.0605,13.06055,54522,763268400
BMA,1994-03-11,13.06055,13.0605,12.1277,13.06055,54099,763354800
BMA,1994-03-14,13.18494,13.1849,13.0605,13.18494,9854,763614000
BMA,1994-03-15,13.06055,13.1227,12.9362,13.06055,44997,763700400
BMA,1994-03-16,13.30932,13.3093,13.0605,13.30932,15938,763786800
BMA,1994-03-17,13.4959,13.6825,13.4959,13.4959,11401,763873200
BMA,1994-03-18,13.18494,13.4959,13.1849,13.18494,4220,763959600
BMA,1994-03-21,12.43862,12.7496,12.3142,12.43862,11075,764218800
BMA,1994-03-22,12.6252,12.6252,12.6252,12.6252,10042,764305200
BMA,1994-03-23,12.93616,13.0605,12.7496,12.93616,12718,764391600
BMA,1994-03-24,13.06055,13.0605,12.6252,13.06055,13953,764478000
BMA,1994-03-25,13.30932,13.3093,13.0605,13.30932,22709,764564400
BMA,1994-03-28,12.56301,12.9984,12.563,12.56301,30644,764823600
BMA,1994-03-29,12.56301,12.563,12.563,12.56301,174,764910000
BMA,1994-03-30,11.56791,12.1277,11.5057,11.56791,13971,764996400
BMA,1994-04-04,10.41734,10.4173,10.4173,10.41734,33088,765428400
BMA,1994-04-05,10.57283,10.7594,10.5728,10.57283,58513,765514800
BMA,1994-04-06,10.44844,10.4484,10.3862,10.44844,83238,765601200
BMA,1994-04-07,11.07037,11.0704,10.4484,11.07037,30536,765687600
BMA,1994-04-08,10.88379,11.0704,10.8838,10.88379,15979,765774000
BMA,1994-04-11,10.8216,10.8838,10.8216,10.8216,5450,766033200
BMA,1994-04-12,10.63502,10.7594,10.635,10.63502,5198,766119600
BMA,1994-04-13,9.9509,10.2619,9.9509,9.9509,20780,766206000
BMA,1994-04-14,9.63993,10.0131,9.63993,9.63993,32148,766292400
BMA,1994-04-15,9.32896,9.70212,9.32896,9.32896,11249,766378800
BMA,1994-04-18,9.08019,9.32896,9.08019,9.08019,25012,766638000
BMA,1994-04-19,9.018,9.08019,8.70703,9.018,60175,766724400
BMA,1994-04-20,8.86252,8.95581,8.86252,8.86252,21663,766810800
BMA,1994-04-21,9.14238,9.14238,8.86252,9.14238,50686,766897200
BMA,1994-04-22,9.57774,9.57774,9.14238,9.57774,78730,766983600
BMA,1994-04-25,9.54664,9.76432,9.54664,9.54664,53012,767242800
BMA,1994-04-26,9.76432,9.82651,9.32896,9.76432,91035,767329200
BMA,1994-04-27,10.19967,10.1997,9.9509,10.19967,97884,767415600
BMA,1994-04-28,10.19967,10.4484,10.1997,10.19967,59697,767502000
BMA,1994-04-29,10.32405,10.3862,10.0753,10.32405,63178,767588400
BMA,1994-05-02,10.32405,10.324,10.2619,10.32405,67274,767847600
BMA,1994-05-03,10.07528,10.3862,10.0753,10.07528,76907,767934000
BMA,1994-05-04,9.8887,10.1375,9.8887,9.8887,17508,768020400
BMA,1994-05-05,10.07528,10.0753,9.8887,10.07528,90445,768106800
BMA,1994-05-06,9.76432,9.9509,9.76432,9.76432,63290,768193200
BMA,1994-05-09,9.57774,9.63993,9.57774,9.57774,37136,768452400
BMA,1994-05-10,9.70212,9.70212,9.63993,9.70212,85750,768538800
BMA,1994-05-11,9.63993,9.70212,9.63993,9.63993,39297,768625200
BMA,1994-05-12,9.9509,9.9509,9.76432,9.9509,7986,768711600
BMA,1994-05-13,10.13747,10.1375,9.9509,10.13747,60867,768798000
BMA,1994-05-16,10.57283,10.6661,10.324,10.57283,59759,769057200
BMA,1994-05-17,10.63502,10.635,10.5106,10.63502,32985,769143600
BMA,1994-05-18,11.07037,11.1948,10.7594,11.07037,124882,769230000
BMA,1994-05-19,11.50572,11.5057,11.1948,11.50572,109887,769316400
BMA,1994-05-20,11.31914,11.4435,11.3191,11.31914,48737,769402800
BMA,1994-05-23,10.88379,11.0082,10.8838,10.88379,50778,769662000
BMA,1994-05-24,10.94599,11.0082,10.946,10.94599,46988,769748400
BMA,1994-05-26,10.75941,10.8838,10.6972,10.75941,93823,769921200
BMA,1994-05-27,10.69721,10.6972,10.6039,10.69721,50474,770007600
BMA,1994-05-30,10.57283,10.6972,10.5728,10.57283,9027,770266800
BMA,1994-05-31,10.88379,10.8838,10.6972,10.88379,18756,770353200
BMA,1994-06-01,11.00818,11.0082,10.8216,11.00818,44185,770439600
BMA,1994-06-02,11.00818,11.0082,11.0082,11.00818,19220,770526000
BMA,1994-06-03,11.07037,11.0704,10.9771,11.00818,57372,770612400
BMA,1994-06-06,11.00818,11.0704,11.0082,11.07037,18593,770871600
BMA,1994-06-07,11.00818,11.0082,11.0082,11.00818,24399,770958000
BMA,1994-06-08,11.00818,11.0082,10.8216,10.8216,31492,771044400
BMA,1994-06-09,10.26186,10.324,10.2619,10.26186,48599,771130800
BMA,1994-06-10,10.37381,10.3738,10.293,10.37381,25726,771217200
BMA,1994-06-14,10.07528,10.0753,9.9509,9.9509,24550,771562800
BMA,1994-06-15,9.9509,9.9509,9.57774,9.57774,39520,771649200
BMA,1994-06-16,9.39116,9.45335,9.32896,9.32896,38726,771735600
BMA,1994-06-17,9.32896,9.32896,9.26677,9.26677,73021,771822000
BMA,1994-06-21,9.26677,9.26677,9.20458,9.26677,31802,772167600
BMA,1994-06-22,9.32896,9.39116,9.32896,9.39116,58340,772254000
BMA,1994-06-23,9.39116,9.39116,9.32896,9.32896,22532,772340400
BMA,1994-06-24,9.20458,9.20458,9.018,9.14238,34791,772426800
BMA,1994-06-27,9.14238,9.14238,9.14238,9.14238,10727,772686000
BMA,1994-06-28,9.14238,9.14238,9.14238,9.14238,17343,772772400
BMA,1994-06-29,9.32896,9.32896,9.32896,9.32896,6258,772858800
BMA,1994-06-30,9.32896,9.32896,9.14238,9.14238,12641,772945200
BMA,1994-07-01,9.08019,9.14238,9.08019,9.14238,11623,773031600
BMA,1994-07-04,9.11129,9.11129,9.08019,9.08019,2257,773290800
BMA,1994-07-05,9.14238,9.14238,8.89361,8.89361,14151,773377200
BMA,1994-07-06,8.89361,8.89361,8.83142,8.83142,6702,773463600
BMA,1994-07-07,9.14238,9.51554,9.14238,9.51554,5015,773550000
BMA,1994-07-08,9.51554,9.51554,9.39116,9.45335,25834,773636400
BMA,1994-07-11,9.32896,9.45335,9.20458,9.20458,8035,773895600
BMA,1994-07-12,9.20458,9.32896,9.20458,9.32896,2394,773982000
BMA,1994-07-13,9.45335,9.45335,9.39116,9.45335,12805,774068400
BMA,1994-07-14,9.57774,9.57774,9.51554,9.51554,37062,774154800
BMA,1994-07-15,9.51554,9.51554,9.32896,9.45335,30471,774241200
BMA,1994-07-19,9.26677,9.26677,9.14238,9.14238,19815,774586800
BMA,1994-07-20,9.14238,9.14238,9.14238,9.14238,13828,774673200
BMA,1994-07-21,9.14238,9.14238,9.14238,9.14238,800,774759600
BMA,1994-07-22,9.14238,9.14238,8.95581,9.08019,4221,774846000
BMA,1994-07-25,9.08019,9.08019,9.08019,9.08019,4628,775105200
BMA,1994-07-26,9.08019,9.20458,9.08019,9.20458,15749,775191600
BMA,1994-07-27,9.14238,9.32896,9.14238,9.32896,2844,775278000
BMA,1994-07-28,9.32896,9.32896,9.32896,9.32896,6321,775364400
BMA,1994-07-29,9.32896,9.51554,9.32896,9.45335,24650,775450800
BMA,1994-08-01,9.51554,9.57774,9.51554,9.51554,7788,775710000
BMA,1994-08-02,9.63993,9.76432,9.63993,9.76432,11997,775796400
BMA,1994-08-03,9.76432,9.82651,9.76432,9.82651,12670,775882800
BMA,1994-08-04,9.63993,9.63993,9.14238,9.14238,8889,775969200
BMA,1994-08-05,8.76923,8.76923,8.76923,8.76923,5225,776055600
BMA,1994-08-08,8.76923,8.89361,8.76923,8.89361,104590,776314800
BMA,1994-08-09,9.018,9.14238,9.018,9.14238,46067,776401200
BMA,1994-08-10,9.14238,9.20458,9.14238,9.14238,70180,776487600
BMA,1994-08-11,9.14238,9.14238,9.14238,9.14238,14523,776574000
BMA,1994-08-12,9.14238,9.14238,9.04909,9.04909,6081,776660400
BMA,1994-08-16,9.04909,9.04909,8.89361,8.89361,1660,777006000
BMA,1994-08-17,8.89361,8.95581,8.83142,8.95581,187765,777092400
BMA,1994-08-18,9.018,9.70212,9.018,9.70212,60938,777178800
BMA,1994-08-19,9.32896,9.39116,9.32896,9.39116,18114,777265200
BMA,1994-08-22,9.51554,9.51554,9.20458,9.20458,20442,777524400
BMA,1994-08-23,9.20458,9.32896,9.20458,9.32896,27848,777610800
BMA,1994-08-24,9.51554,9.76432,9.51554,9.76432,52118,777697200
BMA,1994-08-25,9.9509,10.2619,9.9509,10.07528,97488,777783600
BMA,1994-08-26,10.13747,10.2619,10.0753,10.26186,35433,777870000
BMA,1994-08-29,10.19967,10.1997,10.1997,10.19967,45794,778129200
BMA,1994-08-30,10.19967,10.2619,10.1997,10.26186,8374,778215600
BMA,1994-08-31,10.26186,10.2619,10.1997,10.26186,13618,778302000
BMA,1994-09-01,10.19967,10.5728,10.1997,10.57283,86860,778388400
BMA,1994-09-02,10.57283,10.5728,10.4173,10.41734,30580,778474800
BMA,1994-09-05,10.35515,10.3552,10.3552,10.35515,1060,778734000
BMA,1994-09-06,10.38625,10.3862,10.1375,10.13747,21543,778820400
BMA,1994-09-07,10.13747,10.1375,10.0131,10.01309,25248,778906800
BMA,1994-09-08,10.01309,10.0131,9.8887,9.8887,11714,778993200
BMA,1994-09-09,9.70212,9.70212,9.51554,9.63993,26241,779079600
BMA,1994-09-12,9.51554,9.63993,9.51554,9.51554,26303,779338800
BMA,1994-09-13,9.60883,9.60883,9.60883,9.60883,1438,779425200
BMA,1994-09-14,9.60883,9.60883,9.48445,9.48445,22022,779511600
BMA,1994-09-15,9.45335,9.51554,9.45335,9.51554,41717,779598000
BMA,1994-09-16,9.51554,9.51554,9.50311,9.50311,21476,779684400
BMA,1994-09-19,9.50311,9.63993,9.50311,9.63993,13348,779943600
BMA,1994-09-20,9.65707,9.84767,9.65707,9.84767,30470,780030000
BMA,1994-09-21,9.84767,9.84767,9.84767,9.84767,7585,780116400
BMA,1994-09-22,9.84767,9.84767,9.84767,9.84767,9112,780202800
BMA,1994-09-23,9.84767,9.84767,9.53,9.53,19741,780289200
BMA,1994-09-26,9.3394,9.3394,9.3394,9.3394,8705,780548400
BMA,1994-09-27,9.40294,9.53,9.40294,9.53,19817,780634800
BMA,1994-09-28,9.53,9.84767,9.53,9.68884,17736,780721200
BMA,1994-09-29,9.84767,9.84767,9.65707,9.75237,4940,780807600
BMA,1994-09-30,9.75237,9.75237,9.68884,9.68884,7802,780894000
BMA,1994-10-03,9.68884,9.68884,9.68884,9.68884,11717,781153200
BMA,1994-10-04,9.53,9.53,9.40294,9.40294,4724,781239600
BMA,1994-10-06,8.89467,9.21234,8.89467,8.89467,35446,781412400
BMA,1994-10-07,8.89467,8.89467,8.7676,8.7676,26018,781498800
BMA,1994-10-11,8.7676,8.89467,8.7676,8.7676,57031,781844400
BMA,1994-10-12,8.83114,8.83114,8.577,8.577,58314,781930800
BMA,1994-10-13,8.7676,9.02174,8.70407,9.02174,88994,782017200
BMA,1994-10-14,9.27587,9.53,9.27587,9.4347,78731,782103600
BMA,1994-10-17,9.4347,9.4347,9.4347,9.4347,4342,782362800
BMA,1994-10-18,9.3394,9.4347,9.3394,9.4347,10671,782449200
BMA,1994-10-19,9.30764,9.30764,9.30764,9.30764,2211,782535600
BMA,1994-10-20,9.30764,9.30764,9.30764,9.30764,2736,782622000
BMA,1994-10-21,9.30764,9.30764,9.27587,9.27587,9245,782708400
BMA,1994-10-24,9.21234,9.21234,9.1488,9.21234,40879,782967600
BMA,1994-10-26,9.02174,9.02174,8.7676,8.89467,23329,783140400
BMA,1994-10-27,8.89467,8.89467,8.8629,8.8629,10702,783226800
BMA,1994-10-28,8.90738,8.92644,8.89467,8.92644,40442,783313200
BMA,1994-10-31,8.7676,8.89467,8.7676,8.89467,10055,783572400
BMA,1994-11-01,8.64054,8.64054,8.51347,8.577,32177,783658800
BMA,1994-11-02,8.577,8.7676,8.577,8.7676,24690,783745200
BMA,1994-11-03,8.83114,8.83114,8.83114,8.83114,5452,783831600
BMA,1994-11-04,8.83114,8.89467,8.7676,8.7676,13085,783918000
BMA,1994-11-07,8.64054,8.64054,8.4817,8.51347,32368,784177200
BMA,1994-11-08,8.51347,8.51347,8.51347,8.51347,3461,784263600
BMA,1994-11-09,8.51347,8.51347,8.51347,8.51347,1179,784350000
BMA,1994-11-10,8.3864,8.3864,8.25934,8.25934,11143,784436400
BMA,1994-11-11,8.25934,8.25934,8.25934,8.25934,2360,784522800
BMA,1994-11-14,7.8146,7.8146,7.68754,7.68754,17253,784782000
BMA,1994-11-15,7.68754,7.75107,7.68754,7.68754,38953,784868400
BMA,1994-11-16,7.8146,7.8146,7.68754,7.68754,39095,784954800
BMA,1994-11-18,7.36987,7.36987,7.30634,7.30634,29786,785127600
BMA,1994-11-21,7.17927,7.17927,6.671,6.671,20313,785386800
BMA,1994-11-22,6.671,6.98867,6.671,6.98867,47625,785473200
BMA,1994-11-23,6.92514,6.92514,6.8616,6.8616,7837,785559600
BMA,1994-11-24,6.8616,6.8616,6.8616,6.8616,1644,785646000
BMA,1994-11-25,6.54394,6.54394,6.54394,6.54394,5892,785732400
BMA,1994-11-28,6.54394,6.54394,6.54394,6.54394,4271,785991600
BMA,1994-11-29,6.77266,6.8616,6.77266,6.8616,16306,786078000
BMA,1994-11-30,6.98867,7.17927,6.92514,6.92514,29400,786164400
BMA,1994-12-01,6.92514,6.92514,6.92514,6.92514,1848,786250800
BMA,1994-12-02,6.79807,6.79807,6.79807,6.79807,4878,786337200
BMA,1994-12-05,6.8616,6.8616,6.671,6.671,4106,786596400
BMA,1994-12-06,6.54394,6.54394,6.54394,6.54394,5421,786682800
BMA,1994-12-07,6.35334,6.51217,6.35334,6.35334,35981,786769200
BMA,1994-12-09,6.2898,6.35334,6.2898,6.35334,20786,786942000
BMA,1994-12-12,6.35334,6.4804,6.2898,6.4804,31089,787201200
BMA,1994-12-13,6.54394,6.54394,6.54394,6.54394,7041,787287600
BMA,1994-12-14,6.54394,6.60747,6.54394,6.60747,16559,787374000
BMA,1994-12-15,6.60747,6.8616,6.60747,6.8616,13709,787460400
BMA,1994-12-16,6.8616,7.11574,6.8616,7.11574,15737,787546800
BMA,1994-12-19,7.11574,7.11574,6.98867,6.98867,13456,787806000
BMA,1994-12-20,6.8616,6.92514,6.8616,6.8616,64746,787892400
BMA,1994-12-23,6.2898,6.2898,5.718,5.718,4862,788151600
BMA,1994-12-26,5.59093,5.59093,5.1462,5.1462,15641,788410800
BMA,1994-12-27,4.63158,4.63158,4.63158,4.63158,4646,788497200
BMA,1994-12-28,4.63158,4.63158,4.63158,4.63158,16278,788583600
BMA,1994-12-29,4.70147,4.70147,4.63794,4.63794,42572,788670000
BMA,1995-01-02,4.82853,5.31139,4.82853,5.31139,16154,789015600
BMA,1995-01-03,5.0509,5.0509,5.0509,5.0509,7193,789102000
BMA,1995-01-05,4.765,4.765,4.63794,4.63794,7636,789274800
BMA,1995-01-06,4.44734,4.44734,4.17414,4.17414,13016,789361200
BMA,1995-01-09,4.0026,4.0026,3.75673,3.75673,82822,789620400
BMA,1995-01-10,3.38124,3.38124,3.19382,3.19382,69201,789706800
BMA,1995-01-11,3.11313,3.20843,3.11313,3.20843,125032,789793200
BMA,1995-01-12,3.68493,3.68938,3.49434,3.68493,227048,789879600
BMA,1995-01-13,3.812,4.05343,3.812,4.05343,213361,789966000
BMA,1995-01-16,4.03437,4.03437,4.0026,4.0026,54239,790225200
BMA,1995-01-17,4.03437,4.03437,4.0026,4.0026,62945,790311600
BMA,1995-01-18,4.0026,4.0026,3.93907,3.97083,35142,790398000
BMA,1995-01-19,3.812,3.812,3.74847,3.74847,7244,790484400
BMA,1995-01-20,3.6214,3.6214,3.36727,3.39903,67181,790570800
BMA,1995-01-23,3.2402,3.2402,3.17667,3.17667,47674,790830000
BMA,1995-01-24,3.27197,3.6214,3.27197,3.55787,74179,790916400
BMA,1995-01-25,3.55787,3.55787,3.55787,3.55787,11077,791002800
BMA,1995-01-26,3.55787,3.55787,3.55787,3.55787,19913,791089200
BMA,1995-01-27,3.49434,3.58963,3.49434,3.58963,86860,791175600
BMA,1995-01-30,3.23067,3.23067,3.23067,3.23067,19414,791434800
BMA,1995-01-31,3.36727,3.4308,3.36727,3.4308,200083,791521200
BMA,1995-02-01,3.55787,3.58963,3.55787,3.58963,110383,791607600
BMA,1995-02-02,3.6214,3.6214,3.6214,3.6214,11112,791694000
BMA,1995-02-03,3.6214,3.6214,3.6214,3.6214,22075,791780400
BMA,1995-02-06,3.6214,3.6214,3.6214,3.6214,12979,792039600
BMA,1995-02-07,3.6214,3.6214,3.6214,3.6214,18260,792126000
BMA,1995-02-08,3.58963,3.65317,3.58963,3.65317,34431,792212400
BMA,1995-02-09,3.65317,3.65317,3.65317,3.65317,4720,792298800
BMA,1995-02-10,3.65317,3.65317,3.49434,3.49434,10070,792385200
BMA,1995-02-14,3.1449,3.2402,3.1449,3.2402,27763,792730800
BMA,1995-02-15,3.11313,3.11313,3.08137,3.08137,7554,792817200
BMA,1995-02-16,3.08137,3.08137,2.859,3.01783,164291,792903600
BMA,1995-02-17,3.01783,3.0496,3.01783,3.0496,19043,792990000
BMA,1995-02-20,3.0496,3.0496,3.0496,3.0496,2409,793249200
BMA,1995-02-21,3.17667,3.17667,3.17667,3.17667,31320,793335600
BMA,1995-02-22,2.98607,2.98607,2.98607,2.98607,85412,793422000
BMA,1995-02-23,2.98607,2.98607,2.98607,2.98607,9508,793508400
BMA,1995-02-24,2.90347,2.98607,2.90347,2.98607,11155,793594800
BMA,1995-02-27,2.859,2.859,2.79547,2.79547,7081,793854000
BMA,1995-02-28,2.77641,2.77641,2.77641,2.77641,5118,793940400
BMA,1995-03-01,2.71923,2.71923,2.71923,2.71923,1116,794026800
BMA,1995-03-03,2.63663,2.63663,2.63663,2.63663,9103,794199600
BMA,1995-03-06,2.6684,2.6684,2.6684,2.6684,1100,794458800
BMA,1995-03-08,2.6684,2.6684,2.6684,2.6684,785,794631600
BMA,1995-03-10,2.64172,2.64172,2.64172,2.64172,32139,794804400
BMA,1995-03-13,2.64172,2.6684,2.60487,2.63663,71493,795063600
BMA,1995-03-14,2.9003,3.03181,2.9003,3.03181,178043,795150000
BMA,1995-03-15,3.03181,3.17667,3.03181,3.17667,70107,795236400
BMA,1995-03-16,3.17667,3.30373,3.17667,3.30373,68057,795322800
BMA,1995-03-17,3.30373,3.30373,3.30373,3.30373,16369,795409200
BMA,1995-03-20,3.30373,3.30373,3.2402,3.2402,16525,795668400
BMA,1995-03-21,3.30373,3.30373,3.2402,3.2402,7806,795754800
BMA,1995-03-22,3.30373,3.30373,3.2402,3.30373,27434,795841200
BMA,1995-03-23,3.30373,3.30373,3.22749,3.22749,14164,795927600
BMA,1995-03-24,3.30373,3.3355,3.30373,3.30373,31010,796014000
BMA,1995-03-27,3.30373,3.63411,3.30373,3.63411,23622,796273200
BMA,1995-03-28,3.78024,3.99752,3.78024,3.93907,61417,796359600
BMA,1995-03-29,3.93907,3.93907,3.87553,3.93907,23735,796446000
BMA,1995-03-30,4.0026,4.06613,4.0026,4.06613,20537,796532400
BMA,1995-03-31,4.06613,4.32027,4.06613,4.06613,31160,796618800
BMA,1995-04-03,4.06613,4.06613,4.06613,4.06613,13746,796878000
BMA,1995-04-04,4.12967,4.12967,4.12967,4.12967,6112,796964400
BMA,1995-04-05,4.0026,4.0026,3.93907,3.97083,88745,797050800
BMA,1995-04-06,3.93907,3.97083,3.93907,3.93907,31925,797137200
BMA,1995-04-07,3.93907,3.93907,3.93907,3.93907,800,797223600
BMA,1995-04-10,3.84377,3.84377,3.78024,3.78024,15737,797482800
BMA,1995-04-11,3.65317,3.78024,3.65317,3.65317,17108,797569200
BMA,1995-04-17,3.7167,3.7167,3.7167,3.7167,20752,798087600
BMA,1995-04-18,3.7167,3.7167,3.7167,3.7167,11017,798174000
BMA,1995-04-19,3.74847,3.812,3.74847,3.812,19215,798260400
BMA,1995-04-20,4.06613,4.1932,4.03437,4.1932,50779,798346800
BMA,1995-04-21,4.25673,4.54263,4.25673,4.54263,73629,798433200
BMA,1995-04-24,4.54263,4.5744,4.54263,4.5744,51386,798692400
BMA,1995-04-25,4.51087,4.51087,4.51087,4.51087,12544,798778800
BMA,1995-04-26,4.32027,4.32027,4.1932,4.1932,69877,798865200
BMA,1995-04-27,4.1932,4.1932,4.06613,4.06613,33997,798951600
BMA,1995-04-28,3.812,3.812,3.74847,3.74847,42417,799038000
BMA,1995-05-02,3.55787,3.68493,3.49434,3.68493,80405,799383600
BMA,1995-05-03,3.78024,3.812,3.74847,3.74847,95720,799470000
BMA,1995-05-04,3.74847,3.74847,3.74847,3.74847,3806,799556400
BMA,1995-05-05,3.74847,3.74847,3.74847,3.74847,51153,799642800
BMA,1995-05-08,3.55787,3.55787,3.55787,3.55787,47342,799902000
BMA,1995-05-09,3.6214,3.74847,3.6214,3.74847,17678,799988400
BMA,1995-05-10,3.74847,4.0026,3.74847,4.0026,56662,800074800
BMA,1995-05-11,4.06613,4.25673,4.06613,4.25673,18996,800161200
BMA,1995-05-12,4.51087,4.51087,4.44734,4.44734,68720,800247600
BMA,1995-05-15,4.44734,4.765,4.44734,4.765,86453,800506800
BMA,1995-05-16,4.63794,4.63794,4.5744,4.63794,29540,800593200
BMA,1995-05-17,4.63794,4.82853,4.63794,4.82853,112510,800679600
BMA,1995-05-18,4.8603,5.17797,4.82853,5.17797,179786,800766000
